,Environment Feature,,,,,,,,Vehicle Feature,,,,,,,,,,,,,,,,,,,
7654,14,90,29,79,56,12,8,60,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9938965,0,24,2,T,"28,449,321,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7655,8,75,62,76,45,37,36,93,350.3571429,100,65.88235294,vehicle.audi.a2,0.064613588,0.030691963,0,21,2,T,"578,486,731,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7656,6,96,75,31,44,15,88,0,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9692993,0,24,2,T,"1467,476,1720,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7657,22,67,8,52,69,44,9,25,350.3571429,100,65.88235294,vehicle.audi.a2,0.064770684,89.99127197,0,5,2,T,"789,281,1095,546
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7658,5,6,27,7,81,69,5,75,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,129.1291504,0,14,2,T,"954,458,1156,542
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7659,17,80,2,15,54,32,24,97,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.030693341,0,18,2,T,"854,477,1030,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7660,14,22,45,42,1,59,30,12,0,0,85.09803922,vehicle.citroen.c3,0,-179.9692993,0,20,2,T,"1410,468,1647,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7661,19,54,97,83,56,15,53,14,0,0,95.29411765,vehicle.nissan.micra,0,-77.80050659,0,10,2,T,"732,423,935,541
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7662,19,3,10,19,1,54,51,2,0,100,100,vehicle.toyota.prius,0.000102453,136.1737213,4.28E-07,14,2,T,"1072,455,1269,542
",100,100,0,Nan,-1,-1,-1,-1,-1
7663,20,5,0,0,10,2,0.75,0,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.030624213,0,24,2,T,"445,494,620,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7664,2,77,78,61,14,55,74,35,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-84.55059814,0,8,2,T,"634,323,920,543
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7665,5,79,26,72,12,59,84,76,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.030693341,0,28,2,T,"1520,469,1738,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7666,19,53,22,56,59,32,1,59,0,0,85.09803922,vehicle.citroen.c3,0,-179.9938965,0,24,2,T,"115,472,356,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7667,5,74,93,44,55,71,37,66,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,0.030693341,0,20,2,T,"956,488,1127,541
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7668,8,100,56,71,64,58,38,52,350.3571429,100,65.88235294,vehicle.audi.etron,0,-57.55041885,0,13,2,T,"904,442,1107,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7669,6,85,74,96,21,68,75,34,0,0,95.29411765,vehicle.nissan.micra,0,-179.9692993,0,17,2,T,"823,478,975,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7670,4,66,29,34,97,10,23,5,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9692993,0,15,2,T,"804,474,1060,542
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7671,18,11,1,63,76,70,86,34,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9692993,0,22,2,T,"1495,475,1788,541
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7672,7,59,83,49,91,55,98,9,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9692993,0,15,2,T,"938,473,1157,541
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7673,22,1,13,70,42,43,75,7,0,100,100,vehicle.toyota.prius,0.000102453,-133.4476776,9.73E-07,14,2,T,"590,448,782,542
",100,100,0,Nan,-1,-1,-1,-1,-1
7674,2,64,54,48,15,20,87,55,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9692993,0,19,2,T,"548,484,787,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7675,9,65,62,36,90,87,58,17,350.3571429,100,65.88235294,vehicle.audi.a2,0.065276116,-90.0087204,0,7,2,T,"585,347,873,544
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7676,18,41,42,58,79,28,80,82,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9692993,0,15,2,T,"756,477,951,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7677,10,71,29,93,86,34,41,41,0,0,85.09803922,vehicle.citroen.c3,0,-179.9938965,0,26,2,T,"127,477,352,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7678,12,81,50,53,67,86,93,82,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9692993,0,15,2,T,"783,445,993,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7679,16,72,43,31,93,81,51,73,350.3571429,100,65.88235294,vehicle.audi.a2,0.065282941,-179.9692688,0,17,2,T,"1128,472,1312,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7680,24,56,16,14,33,45,94,78,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9938965,0,22,2,T,"215,463,467,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7681,24,10,57,70,1,6,60,7,0,0,95.29411765,vehicle.nissan.micra,0,-179.9692993,0,21,2,T,"339,477,540,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7682,6,12,0,90,50,58,89,65,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.030693341,0,27,2,T,"1494,475,1710,540
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7683,17,13,47,78,46,59,39,31,350.3571429,100,65.88235294,vehicle.audi.a2,0.065248795,-179.9692688,0,18,2,T,"705,481,858,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7684,15,28,13,86,20,8,57,100,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.030693341,0,20,2,T,"712,491,906,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7685,13,89,40,20,29,39,57,46,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-128.4950867,0,14,2,T,"701,423,887,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7686,20,29,50,45,58,21,42,52,0,0,42.74509804,vehicle.bmw.grandtourer,0,-135.5486298,0,14,2,T,"625,444,832,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7687,21,94,46,73,83,8,37,16,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9692993,0,17,2,T,"848,459,1027,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7688,21,5,8,18,35,85,53,69,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,0.030693341,0,24,2,T,"1294,489,1501,541
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7689,22,47,66,46,61,52,58,45,0,0,95.29411765,vehicle.nissan.micra,0,0.030693341,0,21,2,T,"1175,488,1322,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7690,5,74,86,18,40,23,45,87,0,0,85.09803922,vehicle.citroen.c3,0,-179.9692993,0,19,2,T,"1344,468,1574,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7691,16,38,36,83,30,45,99,4,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,25,2,T,"401,487,597,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7692,4,14,94,42,80,49,66,86,350.3571429,100,65.88235294,vehicle.audi.etron,0,131.6165161,0,13,2,T,"1073,438,1278,543
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7693,5,14,55,15,57,61,78,85,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,122.3791962,0,13,2,T,"956,451,1164,542
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7694,21,58,1,29,49,95,30,93,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,25,2,T,"230,485,440,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7695,17,98,26,92,73,46,98,75,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-90.00869751,0,7,2,T,"520,289,869,543
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7696,5,59,17,60,21,50,80,14,0,0,85.09803922,vehicle.citroen.c3,0,-90.00869751,0,5,2,T,"-166,76,747,552
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7697,20,52,29,22,75,21,38,92,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9692993,0,22,2,T,"1322,483,1553,541
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7698,3,54,28,3,99,58,21,45,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-179.9692993,0,19,2,T,"1172,467,1349,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7699,23,61,52,27,86,88,32,84,350.3571429,100,65.88235294,vehicle.audi.a2,0.065310262,0.006115986,0,25,2,T,"221,482,415,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7700,12,100,99,30,67,36,42,9,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9692993,0,18,2,T,"1063,475,1271,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7701,11,55,75,82,58,69,6,12,0,0,42.74509804,vehicle.bmw.grandtourer,0,-90.00869751,0,5,2,T,"-111,45,832,550
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7702,14,88,97,50,79,35,80,22,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9692993,0,17,2,T,"517,480,733,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7703,16,60,79,41,16,2,8,73,0,0,42.74509804,vehicle.bmw.grandtourer,0,-90.00869751,0,2,2,T,"353,246,3544,1792
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7704,9,46,76,17,50,76,48,8,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.006117758,0,27,2,T,"127,478,375,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7705,7,38,66,74,67,19,12,19,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,143.6403961,0,15,2,T,"1108,460,1326,542
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7706,14,17,33,39,84,4,5,56,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9692993,0,20,2,T,"1201,467,1410,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7707,7,27,87,63,84,39,25,69,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9692993,0,16,2,T,"959,467,1164,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7708,6,89,75,44,69,25,7,67,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.030693341,0,21,2,T,"1004,484,1165,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7709,9,25,44,52,40,37,91,87,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.030693341,0,20,2,T,"653,480,837,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7710,2,42,16,14,10,0,43,93,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-64.30052185,0,13,2,T,"855,423,1049,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7711,18,21,49,78,17,73,88,39,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9938965,0,20,2,T,"195,465,488,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7712,12,6,32,82,73,20,59,66,0,0,42.74509804,vehicle.bmw.grandtourer,0,113.3790436,0,11,2,T,"881,420,1096,542
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7713,2,5,6,15,63,86,65,79,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9692993,0,17,2,T,"841,473,1043,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7714,3,95,85,74,21,16,49,78,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.030693341,0,20,2,T,"1134,485,1310,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7715,13,50,5,54,40,20,15,3,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.030693341,0,21,2,T,"963,495,1139,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7716,4,21,34,42,35,67,93,26,0,0,85.09803922,vehicle.citroen.c3,0,148.6181946,0,15,2,T,"1149,456,1342,542
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7717,17,35,64,16,96,59,35,22,0,100,100,vehicle.toyota.prius,0.000102453,-179.9692993,2.18E-07,21,2,T,"419,481,636,541
",100,100,0,Nan,-1,-1,-1,-1,-1
7718,10,76,98,30,74,81,85,41,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9692993,0,19,2,T,"468,464,690,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7719,10,76,46,37,59,90,78,85,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9692993,0,17,2,T,"1181,475,1397,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7720,22,59,18,0,68,43,41,20,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.030693341,0,20,2,T,"1188,487,1419,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7721,23,30,85,29,17,43,64,73,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9692993,0,15,2,T,"1022,476,1228,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7722,10,86,58,55,63,0,74,68,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-90.00869751,0,3,2,T,"-5450,-2095,712,606
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7723,6,39,27,76,28,96,70,15,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.030693341,0,23,2,T,"1325,474,1528,540
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7724,19,51,31,65,76,81,15,2,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.030693341,0,20,2,T,"929,471,1082,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7725,16,16,89,49,31,46,86,14,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.030693341,0,21,2,T,"564,483,757,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7726,21,49,96,7,16,50,96,67,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9692993,0,19,2,T,"364,480,639,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7727,4,68,54,59,53,85,29,51,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9692993,0,17,2,T,"855,481,1048,541
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7728,12,51,75,42,26,66,92,33,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.030693341,0,24,2,T,"1412,463,1636,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7729,13,78,32,37,20,46,47,57,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,23,2,T,"43,474,313,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7730,13,55,19,72,53,43,60,61,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9692993,0,15,2,T,"659,463,887,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7731,7,68,19,36,3,42,89,95,350.3571429,100,65.88235294,vehicle.audi.a2,0.064675055,-179.9692688,0,15,2,T,"813,468,987,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7732,19,53,88,37,12,39,33,66,0,100,100,vehicle.toyota.prius,0.000102453,-179.9692993,3.18E-15,16,2,T,"659,474,869,541
",100,100,0,Nan,-1,-1,-1,-1,-1
7733,17,12,26,57,69,98,79,39,0,100,100,vehicle.toyota.prius,0.000102453,-71.05053711,1.42E-06,11,2,T,"702,432,937,542
",100,100,0,Nan,-1,-1,-1,-1,-1
7734,4,7,18,68,96,66,84,94,0,0,85.09803922,vehicle.citroen.c3,0,0.030693341,0,21,2,T,"889,488,1020,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7735,15,39,94,93,24,73,17,54,0,0,42.74509804,vehicle.bmw.grandtourer,0,-90.00869751,0,6,2,T,"433,267,888,545
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7736,19,1,32,52,98,24,36,51,0,0,95.29411765,vehicle.nissan.micra,0,-179.9692993,0,18,2,T,"1206,474,1396,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7737,13,96,39,68,29,88,78,31,0,100,100,vehicle.toyota.prius,0.000102453,0.030693341,0,19,2,T,"796,485,961,541
",100,100,0,Nan,-1,-1,-1,-1,-1
7738,3,47,25,6,79,90,31,80,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9692993,0,18,2,T,"1108,483,1349,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
7739,22,55,35,98,17,98,89,24,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9692993,0,16,2,T,"1025,478,1213,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7740,9,59,80,6,89,98,40,100,0,0,85.09803922,vehicle.citroen.c3,0,-179.9692993,0,18,2,T,"422,469,640,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7741,4,46,64,29,65,91,53,92,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9692993,0,21,2,T,"416,482,620,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7742,17,5,83,83,5,1,38,28,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.030693341,0,20,2,T,"714,490,868,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7743,19,0,83,10,85,98,15,98,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.030693341,0,21,2,T,"722,478,860,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7744,12,11,59,91,36,81,26,80,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.030693341,0,18,2,T,"859,464,1029,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7745,9,49,53,18,24,37,99,97,0,0,85.09803922,vehicle.citroen.c3,0,0.030693341,0,23,2,T,"1280,485,1448,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7746,13,24,87,77,94,69,21,30,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.030693341,0,22,2,T,"560,482,747,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7747,17,79,44,4,59,34,70,11,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9692993,0,17,2,T,"611,460,828,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7748,3,87,37,12,83,57,49,30,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.030693341,0,27,2,T,"1563,486,1780,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7749,8,51,87,47,39,80,18,43,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9692993,0,16,2,T,"1073,445,1302,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7750,5,62,43,55,50,7,37,37,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9692993,0,21,2,T,"1414,454,1666,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7751,4,3,44,8,98,50,3,61,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9938965,0,20,2,T,"226,456,498,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7752,18,9,22,49,51,58,76,75,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9692993,0,18,2,T,"1126,472,1352,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7753,6,13,35,58,10,92,14,50,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9692993,0,20,2,T,"501,476,723,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7754,11,59,89,75,91,52,37,18,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,108.8790894,0,11,2,T,"872,386,1072,542
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7755,11,27,68,53,93,21,50,23,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9692993,0,18,2,T,"685,473,883,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7756,20,51,24,88,63,79,62,36,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,89.99127197,0,3,2,T,"1224,-1136,5268,582
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7757,21,23,87,100,27,11,57,2,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,133.6847687,0,14,2,T,"1072,436,1244,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7758,18,1,91,83,7,25,34,49,0,0,85.09803922,vehicle.citroen.c3,0,-90.00869751,0,4,2,T,"-338,-117,808,557
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7759,18,36,92,60,59,31,96,31,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.030693341,0,21,2,T,"588,473,749,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7760,13,59,57,35,21,61,37,19,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9938965,0,24,2,T,"228,462,460,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7761,23,71,80,51,63,5,78,24,350.3571429,100,65.88235294,vehicle.audi.tt,0,106.6290894,0,10,2,T,"938,431,1114,543
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7762,18,64,55,69,73,74,4,93,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9692993,0,23,2,T,"1536,451,1811,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7763,19,7,92,92,12,98,91,58,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.030693341,0,19,2,T,"929,491,1079,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7764,7,69,48,25,22,94,93,61,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9692993,0,18,2,T,"1170,470,1397,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7765,15,67,7,69,14,34,55,10,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9692993,0,16,2,T,"1086,463,1322,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7766,7,90,89,89,49,84,78,74,350.3571429,100,65.88235294,vehicle.audi.a2,0.064511135,0.03069145,-1.63E-12,19,2,T,"847,483,984,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7767,9,38,23,61,27,90,81,92,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,99.87904358,0,9,2,T,"942,355,1132,542
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7768,21,1,25,33,44,89,73,56,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.006117758,0,26,2,T,"153,470,389,540
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7769,12,24,71,36,78,82,96,27,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-179.9692993,0,21,2,T,"1478,454,1726,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7770,3,92,36,99,32,4,68,93,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.030693341,0,28,2,T,"1481,479,1683,540
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7771,6,75,56,79,27,58,95,69,0,0,95.29411765,vehicle.nissan.micra,0,-179.9692993,0,20,2,T,"432,479,618,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
7772,15,42,89,27,60,55,84,27,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.030693341,0,21,2,T,"1002,474,1152,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
7773,3,92,94,77,66,88,36,87,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-179.9692993,0,24,2,T,"1471,467,1679,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7774,17,52,17,97,56,96,99,80,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9692993,0,26,2,T,"1577,483,1809,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7775,17,50,89,92,4,69,68,61,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.006117758,0,23,2,T,"376,480,589,541
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
7776,2,98,78,26,61,96,93,81,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-133.4476776,0,14,2,T,"580,449,785,542
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
7777,17,78,33,25,74,64,13,61,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9692993,0,14,2,T,"947,474,1151,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7778,6,49,29,22,43,55,47,73,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9692993,0,19,2,T,"1216,465,1434,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7779,13,24,32,74,96,58,52,25,350.3571429,100,65.88235294,vehicle.audi.tt,0,-86.80059052,0,8,2,T,"537,391,851,544
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7780,21,22,51,58,93,95,47,20,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.030624213,0,23,2,T,"396,473,600,540
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
7781,6,79,83,18,8,13,35,57,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.030693341,0,21,2,T,"939,493,1075,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
7782,11,97,94,78,23,11,65,32,350.3571429,100,65.88235294,vehicle.audi.a2,0.06451796,-86.80059052,0,8,2,T,"762,372,971,543
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
7783,23,43,82,62,80,12,62,48,0,0,85.09803922,vehicle.citroen.c3,0,-179.9692993,0,15,2,T,"1041,465,1241,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
7784,6,45,69,79,80,15,40,34,350.3571429,100,65.88235294,vehicle.audi.a2,0.064634077,0.030691721,0,19,2,T,"1046,484,1190,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
