,TestId,Forest,Prediction,Anchor,Precision,Coverage,Label
555,4257,"[17, 10, 1, 15, 9]",Medium Risk Level,roadtype = T AND carcolor_H <= 69.60 AND cloudiness <= 24.00 AND cardistance > 17.00 AND carcolor_S <= 0.00,0.962516734,0.0162,Medium Risk Level
556,2229,"[1, 15, 17, 0, 9]",Low Risk level,cloudiness <= 24.00 AND cardistance > 23.00 AND roadtype = I AND time > 13.00 AND carcolor_S <= 80.37,0.964125561,0.0053,Low Risk level
557,4204,"[1, 14, 15, 6, 9, 3, 4, 8, 9, 5, 11, 16, 13, 12, 0, 7, 2, 2, 0, 13, 3, 8, 16, 3, 9, 4, 8, 1, 6, 4]",Safety level,cloudiness <= 50.00 AND roll > 0.00 AND cardistance <= 23.00 AND fogdis > 48.00 AND 80.37 < carcolor_S <= 100.00 AND ponding <= 25.00 AND 24.00 < wind <= 50.00 AND carcolor_V > 85.10 AND fogden <= 76.00 AND cartype = vehicle.toyota.prius AND 2.00 < carnumber <= 3.00 AND yaw <= 0.01 AND pitch > 0.00 AND time > 13.00 AND wetness > 23.00 AND 24.00 < precipitation <= 75.00,0.805797101,0.0001,Medium Risk Level
558,2963,"[15, 1, 6, 13, 0, 2, 5, 2, 8, 9, 7, 8, 7, 14, 4, 4]",Safety level,cardistance <= 9.00 AND cloudiness <= 50.00 AND fogdis > 48.00 AND yaw > 100.04 AND time > 7.00 AND precipitation > 49.00 AND fogden <= 76.00 AND carcolor_V > 85.10 AND carcolor_S <= 100.00 AND wetness > 49.00 AND roll <= 0.00 AND wind > 76.00,0.769974227,0,Safety level
559,2296,"[1, 6, 5, 10, 9, 12, 16, 0, 0, 15, 13, 4, 16, 0, 7, 5, 5, 1, 4, 9, 7, 6, 10, 2, 3, 8, 3, 4, 9, 17, 15, 2, 3]",Low Risk level,cloudiness <= 50.00 AND fogdis <= 48.00 AND fogden > 76.00 AND carcolor_H > 69.60 AND 80.37 < carcolor_S <= 100.00 AND pitch > 0.00 AND 2.00 < carnumber <= 3.00 AND 7.00 < time <= 13.00 AND 9.00 < cardistance <= 17.00 AND yaw > -178.77 AND 50.00 < wind <= 76.00 AND wetness > 49.00 AND precipitation > 75.00 AND ponding > 75.00 AND carcolor_V <= 85.10 AND roadtype = X,0.856287425,0.0001,Low Risk level
560,675,"[1, 15, 3, 9]",High Risk level,cloudiness > 50.00 AND cardistance > 23.00 AND ponding > 75.00 AND carcolor_S <= 0.00,0.984496124,0.0134,High Risk level
561,3649,"[15, 1, 1, 11, 6, 13, 0, 3, 14, 16, 8, 5, 8, 5, 13, 1, 13, 8, 6, 2, 9, 6, 0]",Medium Risk Level,cardistance <= 17.00 AND 50.00 < cloudiness <= 75.00 AND cartype = vehicle.jeep.wrangler_rubicon AND fogdis <= 23.00 AND yaw > 100.04 AND time > 13.00 AND ponding > 25.00 AND roll <= 0.00 AND carnumber <= 3.00 AND 65.88 < carcolor_V <= 85.10 AND fogden <= 50.00 AND precipitation <= 75.00 AND carcolor_S <= 100.00,0.923257176,0.0001,Low Risk level
562,5738,"[15, 17, 1, 3, 7, 15, 6, 13, 4, 16, 1, 0, 13, 7, 15, 3, 9, 10, 2, 3, 4, 10, 4, 7]",Safety level,9.00 < cardistance <= 17.00 AND roadtype = I AND cloudiness <= 50.00 AND ponding <= 25.00 AND wetness > 74.00 AND fogdis > 23.00 AND yaw <= 0.01 AND wind <= 24.00 AND carnumber > 2.00 AND time > 7.00 AND carcolor_S <= 100.00 AND carcolor_H <= 69.60 AND precipitation > 24.00,0.949624866,0,Safety level
563,1404,"[15, 1, 5, 6, 4, 2, 8, 5, 13, 12, 0, 4, 5, 15, 13, 16, 0, 6, 9, 3, 3, 4, 9, 14]",High Risk level,cardistance > 17.00 AND cloudiness > 24.00 AND fogden > 76.00 AND fogdis <= 48.00 AND wind > 76.00 AND precipitation <= 75.00 AND carcolor_V <= 85.10 AND yaw <= 0.01 AND pitch <= 0.00 AND time <= 13.00 AND carnumber <= 3.00 AND 0.00 < carcolor_S <= 100.00 AND ponding <= 50.00 AND roll <= 0.00,0.79631636,0.0002,High Risk level
564,4630,"[1, 15, 6, 17]",High Risk level,cloudiness > 50.00 AND cardistance > 17.00 AND fogdis <= 23.00 AND roadtype = T,0.958158996,0.0125,Medium Risk Level
565,6630,"[15, 17, 1, 3, 6, 1, 2, 12, 8, 10, 16, 0, 5, 15, 6, 0, 1, 15, 3, 16, 2]",Safety level,cardistance <= 9.00 AND roadtype = I AND cloudiness <= 24.00 AND ponding <= 50.00 AND fogdis > 48.00 AND precipitation > 49.00 AND pitch <= 0.00 AND carcolor_V <= 85.10 AND carcolor_H <= 233.37 AND carnumber <= 2.00 AND 7.00 < time <= 19.00 AND fogden > 24.00,0.956639566,0.0004,Safety level
566,5425,"[1, 11, 10, 3, 9, 14, 7, 5, 6, 6, 3, 5, 0, 8, 0, 13, 12, 1, 4, 6, 9, 10, 13, 1, 10, 0, 4, 4, 2, 8, 2, 16, 8, 7, 9, 5, 17, 3, 2]",High Risk level,cloudiness > 75.00 AND cartype = vehicle.jeep.wrangler_rubicon AND carcolor_H <= 0.00 AND 50.00 < ponding <= 75.00 AND carcolor_S <= 0.00 AND roll <= 0.00 AND wetness <= 49.00 AND 24.00 < fogden <= 50.00 AND 48.00 < fogdis <= 74.00 AND 13.00 < time <= 19.00 AND 65.88 < carcolor_V <= 85.10 AND yaw > 0.01 AND pitch <= 0.00 AND 24.00 < wind <= 50.00 AND precipitation > 75.00 AND carnumber > 2.00 AND roadtype = R,0.774752475,0,Medium Risk Level
567,6526,"[1, 17, 15, 6, 16, 3, 5, 9, 7, 12, 13, 4, 0, 4, 8, 9, 1, 5, 10, 6, 9, 2, 13, 5, 16, 8, 3, 2, 15]",Safety level,cloudiness <= 50.00 AND roadtype = I AND 9.00 < cardistance <= 23.00 AND fogdis > 48.00 AND carnumber <= 2.00 AND ponding <= 50.00 AND fogden <= 24.00 AND 80.37 < carcolor_S <= 100.00 AND wetness > 49.00 AND pitch <= 0.00 AND -178.77 < yaw <= 100.04 AND 24.00 < wind <= 76.00 AND time <= 19.00 AND carcolor_V <= 56.08 AND carcolor_H <= 233.37 AND precipitation > 75.00,0.93176649,0.0002,Safety level
568,943,"[1, 15, 6]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND fogdis <= 23.00,0.965686275,0.0139,High Risk level
569,3327,"[1, 15, 10, 11, 9, 6, 5, 7, 4, 3, 0]",Low Risk level,cloudiness <= 24.00 AND cardistance > 23.00 AND carcolor_H > 69.60 AND cartype = vehicle.chevrolet.impala AND carcolor_S > 0.00 AND fogdis <= 23.00 AND fogden <= 24.00 AND wetness <= 23.00 AND wind <= 24.00 AND ponding > 25.00 AND time > 7.00,0.952316076,0.0004,Low Risk level
570,6393,"[1, 15, 17, 6, 8, 12, 3, 9, 16, 10, 14, 0, 8, 1, 0, 9, 15, 10, 7]",Low Risk level,cloudiness <= 50.00 AND cardistance > 23.00 AND roadtype = I AND fogdis <= 74.00 AND carcolor_V > 65.88 AND pitch <= 0.00 AND ponding > 25.00 AND carcolor_S <= 80.37 AND carnumber > 2.00 AND carcolor_H <= 69.60 AND roll <= 0.00 AND time > 13.00 AND wetness > 49.00,0.90960452,0.0023,Low Risk level
571,4991,"[1, 15, 6, 5]",High Risk level,cloudiness > 50.00 AND cardistance > 17.00 AND fogdis <= 48.00 AND fogden > 24.00,0.961864407,0.0806,Medium Risk Level
572,1167,"[1, 15, 5]",High Risk level,cloudiness > 75.00 AND cardistance > 17.00 AND fogden > 76.00,0.955465587,0.0293,High Risk level
573,3290,"[15, 1, 5, 7, 2, 8, 10, 9, 2, 5, 12, 4, 0, 0, 13, 9, 15, 3]",High Risk level,cardistance > 23.00 AND cloudiness > 24.00 AND fogden > 50.00 AND wetness > 74.00 AND precipitation > 49.00 AND carcolor_V <= 85.10 AND carcolor_H > 0.00 AND carcolor_S <= 80.37 AND pitch <= 0.00 AND wind <= 76.00 AND time <= 13.00 AND yaw <= 100.04 AND ponding > 25.00,0.79612695,0.0011,Low Risk level
574,7363,"[15, 1, 6, 11, 13, 3, 0, 15, 4, 2]",Safety level,9.00 < cardistance <= 17.00 AND cloudiness <= 50.00 AND fogdis > 74.00 AND cartype = vehicle.bmw.grandtourer AND yaw > 100.04 AND ponding <= 50.00 AND time <= 7.00 AND wind <= 76.00 AND precipitation <= 49.00,0.960926194,0,Safety level
575,6829,"[15, 1, 11, 5, 13, 3, 4, 3, 0, 7, 7, 0, 2, 5, 12, 7, 1, 0, 1, 4, 9, 5, 15]",Safety level,cardistance <= 9.00 AND cloudiness <= 24.00 AND cartype = vehicle.bmw.grandtourer AND fogden <= 24.00 AND yaw > -178.77 AND ponding <= 50.00 AND wind <= 50.00 AND 7.00 < time <= 13.00 AND wetness <= 23.00 AND precipitation > 24.00 AND pitch <= 0.00 AND carcolor_S <= 100.00,0.916537867,0.0003,Safety level
576,1814,"[1, 15, 11]",High Risk level,cloudiness > 50.00 AND cardistance > 23.00 AND cartype = vehicle.bmw.grandtourer,0.967084639,0.0102,High Risk level
577,3121,"[0, 16, 8, 7, 9, 14, 8, 5, 16, 2, 0, 3, 15, 12, 13, 5, 13, 3, 3, 2, 0, 2, 13, 15, 17, 15, 8]",Low Risk level,7.00 < time <= 13.00 AND 2.00 < carnumber <= 3.00 AND 65.88 < carcolor_V <= 85.10 AND wetness <= 74.00 AND carcolor_S <= 100.00 AND roll <= 0.00 AND fogden <= 50.00 AND 24.00 < precipitation <= 49.00 AND ponding > 75.00 AND 9.00 < cardistance <= 17.00 AND pitch <= 0.00 AND -178.77 < yaw <= 0.01 AND roadtype = R,0.370423546,0.0003,Low Risk level
578,1287,"[1, 6, 17, 13, 14, 1, 5, 6, 9, 7, 12, 6, 1, 5, 2, 2, 8, 3, 16, 8, 8, 7, 9]",High Risk level,cloudiness > 75.00 AND fogdis <= 23.00 AND roadtype = T AND yaw <= 100.04 AND roll <= 0.00 AND 24.00 < fogden <= 76.00 AND 0.00 < carcolor_S <= 100.00 AND 23.00 < wetness <= 74.00 AND pitch <= 0.00 AND precipitation <= 49.00 AND 56.08 < carcolor_V <= 65.88 AND ponding <= 75.00 AND carnumber > 3.00,0.764166217,0,High Risk level
579,4422,"[15, 1, 9]",High Risk level,cardistance > 23.00 AND cloudiness > 50.00 AND carcolor_S <= 0.00,0.954241071,0.0386,Medium Risk Level
580,1051,"[15, 1, 13, 5, 7, 6, 8, 15, 3, 4, 13, 12, 6, 9, 15, 4, 9, 2, 14, 7, 3]",High Risk level,cardistance > 23.00 AND cloudiness > 24.00 AND yaw <= 0.01 AND fogden > 24.00 AND wetness > 49.00 AND fogdis <= 48.00 AND carcolor_V <= 85.10 AND ponding <= 50.00 AND wind <= 50.00 AND pitch <= 0.00 AND 0.00 < carcolor_S <= 100.00 AND precipitation <= 75.00 AND roll <= 0.00,0.793956044,0.0032,High Risk level
581,1342,"[1, 15, 3]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND ponding > 75.00,0.995215311,0.0196,High Risk level
582,7109,"[15, 17, 1, 10, 11, 5, 16, 3, 7]",Safety level,cardistance <= 9.00 AND roadtype = I AND cloudiness <= 50.00 AND carcolor_H > 69.60 AND cartype = vehicle.chevrolet.impala AND fogden <= 24.00 AND carnumber <= 2.00 AND ponding <= 50.00 AND wetness > 23.00,0.951048951,0,Safety level
583,1578,"[1, 17, 15, 13, 5, 6, 12, 14, 6, 9, 10, 3, 9, 8, 0, 16, 5, 3, 13, 1, 10, 4, 4, 0, 13, 0, 9, 10, 8, 11, 8, 7, 2, 5, 2, 7, 2, 3]",High Risk level,cloudiness > 50.00 AND roadtype = T AND cardistance > 9.00 AND yaw <= -178.77 AND 50.00 < fogden <= 76.00 AND fogdis <= 48.00 AND pitch <= 0.00 AND roll <= 0.00 AND 80.37 < carcolor_S <= 100.00 AND 69.60 < carcolor_H <= 233.37 AND ponding > 75.00 AND carcolor_V <= 56.08 AND time > 19.00 AND carnumber > 2.00 AND wind <= 50.00 AND cartype = vehicle.tesla.model3 AND wetness <= 23.00 AND precipitation > 75.00,0.8048,0,High Risk level
584,1183,"[15, 1, 5]",High Risk level,cardistance > 23.00 AND cloudiness > 50.00 AND fogden > 50.00,0.967576792,0.061,High Risk level
585,4008,"[17, 11, 6, 8, 1, 15, 10, 13, 5, 14, 0, 9, 12, 16, 8, 6, 2, 2, 7, 8, 7, 5, 16, 7, 0, 3, 3, 0, 6, 5, 2, 9, 9, 4, 13, 13, 4, 3, 4, 15, 1, 15, 10]",Medium Risk Level,roadtype = R AND cartype = vehicle.tesla.model3 AND 23.00 < fogdis <= 48.00 AND carcolor_V <= 56.08 AND 50.00 < cloudiness <= 75.00 AND 9.00 < cardistance <= 17.00 AND 69.60 < carcolor_H <= 233.37 AND yaw > 100.04 AND 50.00 < fogden <= 76.00 AND roll <= 0.00 AND 13.00 < time <= 19.00 AND 80.37 < carcolor_S <= 100.00 AND pitch <= 0.00 AND 2.00 < carnumber <= 3.00 AND precipitation <= 24.00 AND 23.00 < wetness <= 49.00 AND ponding > 75.00 AND wind > 76.00,0.855986119,0.0006,Medium Risk Level
586,6935,"[1, 15, 11, 6, 10, 5, 2, 8, 8, 17, 14, 16, 9, 9, 13, 7, 10, 2, 1, 9, 10, 2, 15]",Safety level,cloudiness <= 24.00 AND cardistance <= 17.00 AND cartype = vehicle.audi.etron AND fogdis > 23.00 AND carcolor_H > 233.37 AND fogden <= 76.00 AND precipitation > 75.00 AND 56.08 < carcolor_V <= 65.88 AND roadtype = R AND roll <= 0.00 AND carnumber > 2.00 AND 80.37 < carcolor_S <= 100.00 AND yaw > -178.77 AND wetness <= 74.00,0.891263941,0.0002,Safety level
587,1392,"[1, 6, 11, 13, 13]",High Risk level,cloudiness > 75.00 AND fogdis <= 23.00 AND cartype = vehicle.audi.tt AND 0.01 < yaw <= 100.04,0.830769231,0.0004,High Risk level
588,2545,"[1, 15, 10, 11, 6, 0, 0, 8, 13, 7, 7, 14, 4, 9, 3, 15, 3, 4, 15, 1, 6, 10, 10]",Low Risk level,cloudiness <= 50.00 AND cardistance > 23.00 AND carcolor_H > 233.37 AND cartype = vehicle.audi.a2 AND fogdis <= 23.00 AND 7.00 < time <= 19.00 AND carcolor_V > 56.08 AND yaw > -178.77 AND wetness <= 49.00 AND roll <= 0.00 AND wind > 50.00 AND carcolor_S <= 100.00 AND ponding <= 50.00,0.895871392,0.0002,Low Risk level
589,4365,"[15, 1, 17, 1, 5, 6, 8, 10, 14, 11, 2, 13]",Medium Risk Level,cardistance <= 9.00 AND 50.00 < cloudiness <= 75.00 AND roadtype = T AND fogden > 76.00 AND fogdis <= 74.00 AND carcolor_V <= 56.08 AND carcolor_H > 69.60 AND roll <= 0.00 AND cartype = vehicle.chevrolet.impala AND precipitation > 24.00 AND yaw <= 100.04,0.96176822,0.0003,Medium Risk Level
590,3988,"[15, 17, 1, 6, 8, 3, 5, 4, 13, 2, 15, 7, 16, 2, 3, 6, 11, 16, 4, 8, 0, 5, 5]",Safety level,9.00 < cardistance <= 17.00 AND roadtype = I AND cloudiness <= 75.00 AND fogdis > 74.00 AND carcolor_V > 85.10 AND 25.00 < ponding <= 50.00 AND fogden <= 24.00 AND wind > 50.00 AND yaw <= -178.77 AND 24.00 < precipitation <= 75.00 AND wetness > 23.00 AND 2.00 < carnumber <= 3.00 AND cartype = vehicle.nissan.micra AND time > 7.00,0.929285714,0,Medium Risk Level
591,554,"[1, 15, 11]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND cartype = vehicle.jeep.wrangler_rubicon,0.994475138,0.0056,High Risk level
592,1548,"[15, 1, 3, 5, 7, 6, 16, 8, 14, 2, 9, 2, 3, 17, 15, 7, 15, 8, 3, 13, 4, 0, 10, 0, 4, 8, 9, 10]",High Risk level,cardistance > 23.00 AND cloudiness > 24.00 AND ponding > 75.00 AND fogden > 24.00 AND wetness > 49.00 AND fogdis <= 74.00 AND carnumber <= 3.00 AND carcolor_V <= 56.08 AND roll <= 0.00 AND precipitation > 49.00 AND carcolor_S <= 80.37 AND roadtype = I AND yaw <= 100.04 AND wind > 50.00 AND time <= 7.00 AND 0.00 < carcolor_H <= 233.37,0.791185729,0.0002,High Risk level
593,3593,"[15, 17, 1, 3, 11, 2, 7, 8, 15, 12, 3, 4, 9, 1, 8, 15, 8, 10, 7, 14, 16, 0, 0, 0, 16, 7, 3]",Safety level,cardistance <= 9.00 AND roadtype = I AND cloudiness <= 50.00 AND 25.00 < ponding <= 50.00 AND cartype = vehicle.bmw.grandtourer AND precipitation > 24.00 AND wetness > 74.00 AND carcolor_V <= 56.08 AND pitch <= 0.00 AND wind <= 76.00 AND carcolor_S <= 100.00 AND carcolor_H <= 233.37 AND roll <= 0.00 AND 2.00 < carnumber <= 3.00 AND time > 19.00,0.892498523,0,Low Risk level
594,4274,"[17, 10, 6, 1, 8, 5, 7, 14, 9, 11, 13, 4, 0, 6, 0, 9, 10, 8, 7, 4, 6, 7, 5, 2, 4, 5, 2, 10, 16, 16, 3, 2, 3, 13, 13, 3, 1, 15, 1, 15, 12]",Medium Risk Level,roadtype = T AND carcolor_H <= 0.00 AND 23.00 < fogdis <= 48.00 AND 50.00 < cloudiness <= 75.00 AND carcolor_V > 65.88 AND 50.00 < fogden <= 76.00 AND 23.00 < wetness <= 49.00 AND roll <= 0.00 AND 0.00 < carcolor_S <= 100.00 AND cartype = vehicle.toyota.prius AND 0.01 < yaw <= 100.04 AND wind <= 24.00 AND time <= 13.00 AND 24.00 < precipitation <= 49.00 AND 2.00 < carnumber <= 3.00 AND ponding > 75.00 AND cardistance <= 9.00 AND pitch > 0.00,0.99537037,0.0002,Medium Risk Level
595,1537,"[9, 13, 10, 0, 0, 8, 17, 7, 6, 16, 5, 10, 4, 5, 2, 14, 12, 13, 13, 10, 4, 8, 6, 9, 9, 4, 2, 7, 7, 2, 1, 15, 1, 11, 3, 5, 8]",Low Risk level,80.37 < carcolor_S <= 100.00 AND yaw > 100.04 AND carcolor_H > 233.37 AND 7.00 < time <= 19.00 AND 56.08 < carcolor_V <= 65.88 AND roadtype = R AND wetness <= 23.00 AND fogdis > 48.00 AND carnumber > 2.00 AND 24.00 < fogden <= 50.00 AND wind <= 24.00 AND precipitation <= 24.00 AND roll <= 0.00 AND pitch > 0.00 AND cloudiness > 50.00 AND cardistance <= 23.00 AND cartype = vehicle.audi.a2 AND ponding <= 75.00,0.519908987,0.0004,High Risk level
596,2017,"[1, 15, 10, 11, 9, 0, 6, 3, 7, 16, 2, 6, 4, 16, 15, 4, 10, 9, 15, 1, 1, 3, 6, 2]",Low Risk level,cloudiness <= 24.00 AND cardistance > 23.00 AND carcolor_H > 69.60 AND cartype = vehicle.chevrolet.impala AND 0.00 < carcolor_S <= 100.00 AND time > 7.00 AND 48.00 < fogdis <= 74.00 AND ponding > 50.00 AND wetness <= 74.00 AND 2.00 < carnumber <= 3.00 AND 24.00 < precipitation <= 75.00 AND wind <= 50.00,0.904895105,0.0001,Low Risk level
597,7401,"[15, 17, 1, 3, 6, 15]",Safety level,9.00 < cardistance <= 17.00 AND roadtype = I AND cloudiness <= 24.00 AND ponding <= 25.00 AND fogdis > 48.00,0.965465465,0.0034,Safety level
598,783,"[1, 15, 6, 5]",High Risk level,cloudiness > 50.00 AND cardistance > 17.00 AND fogdis <= 23.00 AND fogden > 24.00,0.977750309,0.0387,High Risk level
599,5089,"[17, 10, 1, 15, 9, 16, 11, 15, 7, 14, 12, 5, 16, 9, 1, 15, 9, 13, 10, 0, 5, 7, 8, 13, 4, 3, 3, 0, 8]",Medium Risk Level,roadtype = X AND carcolor_H <= 69.60 AND cloudiness <= 50.00 AND cardistance > 23.00 AND carcolor_S <= 0.00 AND carnumber <= 2.00 AND cartype = vehicle.citroen.c3 AND wetness <= 49.00 AND roll <= 0.00 AND pitch <= 0.00 AND fogden <= 50.00 AND yaw > 0.01 AND time > 13.00 AND 65.88 < carcolor_V <= 85.10 AND wind <= 50.00 AND 25.00 < ponding <= 75.00,0.910837817,0.0005,Medium Risk Level
600,7041,"[1, 6, 16, 15, 16, 0, 0, 2, 5, 1, 15, 17, 11, 4, 14, 12, 2, 6, 9, 7, 3, 8]",Low Risk level,cloudiness <= 50.00 AND fogdis <= 48.00 AND 2.00 < carnumber <= 3.00 AND 9.00 < cardistance <= 17.00 AND 7.00 < time <= 19.00 AND 24.00 < precipitation <= 75.00 AND fogden > 24.00 AND roadtype = X AND cartype = vehicle.nissan.micra AND wind > 50.00 AND roll <= 0.00 AND pitch <= 0.00 AND carcolor_S <= 100.00 AND wetness <= 74.00 AND ponding > 25.00 AND carcolor_V > 56.08,0.820766378,0,Safety level
601,3504,"[1, 15, 6, 11, 13, 14, 8, 6, 0, 12, 10, 9, 4, 0, 1, 6, 4, 8, 8, 4, 10, 7, 10, 13, 2, 9, 7, 3, 3]",High Risk level,cloudiness > 50.00 AND cardistance > 9.00 AND fogdis <= 23.00 AND cartype = vehicle.volkswagen.t2 AND -178.77 < yaw <= 100.04 AND roll <= 0.00 AND carcolor_V <= 56.08 AND time > 13.00 AND pitch <= 0.00 AND carcolor_H <= 0.00 AND 80.37 < carcolor_S <= 100.00 AND wind <= 24.00 AND wetness <= 49.00 AND precipitation <= 49.00 AND ponding <= 25.00,0.780633592,0,Low Risk level
602,2868,"[1, 10, 15, 17, 6, 16, 15, 3, 0, 2, 14, 8, 15, 6, 3, 10, 3, 9, 10, 13, 6]",Low Risk level,cloudiness <= 75.00 AND carcolor_H > 233.37 AND cardistance > 23.00 AND roadtype = I AND fogdis <= 23.00 AND carnumber > 3.00 AND ponding <= 25.00 AND time <= 19.00 AND precipitation > 24.00 AND roll <= 0.00 AND carcolor_V <= 85.10 AND carcolor_S <= 100.00 AND yaw > -178.77,0.640890688,0.0004,Low Risk level
603,5609,"[15, 1, 11, 1, 6, 17, 5, 4, 16, 8, 3, 0, 0, 16, 13]",Medium Risk Level,cardistance <= 9.00 AND 50.00 < cloudiness <= 75.00 AND cartype = vehicle.jeep.wrangler_rubicon AND fogdis <= 23.00 AND roadtype = X AND fogden > 24.00 AND wind > 76.00 AND carnumber <= 2.00 AND carcolor_V <= 85.10 AND ponding > 50.00 AND 7.00 < time <= 19.00 AND yaw > -178.77,0.953168044,0.0002,Medium Risk Level
604,729,"[1, 15, 11]",High Risk level,cloudiness > 50.00 AND cardistance > 23.00 AND cartype = vehicle.jeep.wrangler_rubicon,0.98467433,0.0112,High Risk level
605,4234,"[3, 17, 10, 13]",Low Risk level,ponding > 75.00 AND roadtype = I AND carcolor_H <= 233.37 AND yaw <= -178.77,0.349667774,0.0252,Low Risk level
606,5035,"[17, 10, 15, 4]",Medium Risk Level,roadtype = X AND carcolor_H <= 69.60 AND cardistance > 17.00 AND wind <= 50.00,0.450923226,0.0261,Medium Risk Level
607,4672,"[17, 11, 15, 1, 9, 10, 6, 7, 13, 8, 5, 7, 10, 9, 0, 12, 5, 4]",Medium Risk Level,roadtype = R AND cartype = vehicle.citroen.c3 AND cardistance > 17.00 AND cloudiness <= 50.00 AND carcolor_S <= 0.00 AND carcolor_H <= 0.00 AND fogdis <= 48.00 AND wetness > 49.00 AND yaw > -178.77 AND carcolor_V <= 85.10 AND fogden > 50.00 AND time <= 19.00 AND pitch <= 0.00 AND wind <= 76.00,0.910457516,0.0002,Medium Risk Level
608,4728,"[15, 1, 11, 1, 0, 6, 13, 14, 15, 8, 5, 4, 8, 5, 3, 2, 7, 0, 12, 16, 3, 9, 4, 1, 2, 4, 8, 15, 5, 3, 10, 0, 10, 10, 2]",Medium Risk Level,cardistance <= 9.00 AND 50.00 < cloudiness <= 75.00 AND cartype = vehicle.jeep.wrangler_rubicon AND time > 19.00 AND fogdis <= 74.00 AND yaw > -178.77 AND roll <= 0.00 AND 65.88 < carcolor_V <= 85.10 AND 24.00 < fogden <= 50.00 AND wind > 76.00 AND ponding <= 25.00 AND 24.00 < precipitation <= 49.00 AND wetness <= 74.00 AND pitch <= 0.00 AND carnumber <= 3.00 AND carcolor_S <= 100.00 AND carcolor_H <= 0.00,0.940668824,0,Medium Risk Level
609,2656,"[1, 15, 17, 6]",Low Risk level,cloudiness <= 24.00 AND cardistance > 23.00 AND roadtype = I AND fogdis <= 48.00,0.974409449,0.0108,Low Risk level
610,4306,"[1, 15, 17]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND roadtype = X,0.955936353,0.0155,Medium Risk Level
611,6076,"[15, 17, 1, 4, 10, 10, 2, 8, 7, 5, 3, 0]",Safety level,cardistance <= 9.00 AND roadtype = I AND cloudiness <= 24.00 AND wind <= 24.00 AND 0.00 < carcolor_H <= 233.37 AND precipitation <= 75.00 AND carcolor_V <= 85.10 AND wetness <= 74.00 AND fogden > 24.00 AND ponding <= 75.00 AND time > 7.00,0.954484605,0.0001,Safety level
612,7462,"[15, 17, 1, 10, 0, 3, 16, 2, 11, 15, 5, 14, 0, 13, 8, 15, 12, 8, 9, 7, 4, 13, 1]",Safety level,9.00 < cardistance <= 17.00 AND roadtype = I AND cloudiness <= 50.00 AND carcolor_H > 233.37 AND time > 19.00 AND ponding <= 75.00 AND carnumber > 2.00 AND precipitation > 24.00 AND cartype = vehicle.audi.a2 AND fogden <= 76.00 AND roll <= 0.00 AND yaw <= 0.01 AND 56.08 < carcolor_V <= 65.88 AND pitch > 0.00 AND carcolor_S > 0.00 AND wetness > 23.00 AND wind <= 50.00,0.923173017,0,Safety level
613,941,"[1, 15, 5, 17, 10]",High Risk level,cloudiness > 75.00 AND cardistance > 17.00 AND fogden > 50.00 AND roadtype = T AND carcolor_H <= 233.37,0.964769648,0.0161,High Risk level
614,6644,"[15, 1, 6, 11, 14, 4, 5, 3, 10, 16, 15, 13, 9, 0, 8, 12, 6, 1, 4, 6, 3, 15, 10, 4, 9, 5, 10, 9, 2, 16, 2]",Safety level,cardistance <= 9.00 AND cloudiness <= 50.00 AND fogdis > 74.00 AND cartype = vehicle.bmw.grandtourer AND roll > 0.00 AND wind <= 24.00 AND fogden <= 50.00 AND 25.00 < ponding <= 75.00 AND carcolor_H <= 0.00 AND 2.00 < carnumber <= 3.00 AND yaw > -178.77 AND carcolor_S <= 0.00 AND time > 7.00 AND carcolor_V <= 85.10 AND pitch <= 0.00 AND 24.00 < precipitation <= 75.00,0.954007884,0,Safety level
615,6009,"[15, 11, 6, 1, 5, 3, 4, 7, 8, 0, 16, 7, 0, 13, 2, 16, 2, 8, 10, 9, 15, 4, 2, 9, 4, 6, 12, 3]",Safety level,cardistance <= 9.00 AND cartype = vehicle.citroen.c3 AND fogdis > 74.00 AND cloudiness <= 75.00 AND fogden <= 50.00 AND ponding <= 50.00 AND wind <= 24.00 AND 49.00 < wetness <= 74.00 AND carcolor_V > 65.88 AND time <= 13.00 AND 2.00 < carnumber <= 3.00 AND yaw > -178.77 AND 49.00 < precipitation <= 75.00 AND carcolor_H <= 69.60 AND carcolor_S <= 80.37 AND pitch <= 0.00,0.903800475,0,Safety level
616,6930,"[15, 1, 11, 5, 4, 2, 3, 7, 13, 3, 10, 5, 7, 9, 12, 1, 0, 4, 1, 8]",Safety level,cardistance <= 9.00 AND cloudiness <= 24.00 AND cartype = vehicle.citroen.c3 AND fogden <= 50.00 AND wind <= 24.00 AND precipitation <= 24.00 AND 25.00 < ponding <= 50.00 AND 23.00 < wetness <= 74.00 AND yaw > -178.77 AND carcolor_H <= 0.00 AND carcolor_S <= 80.37 AND pitch <= 0.00 AND time > 13.00 AND carcolor_V <= 85.10,0.910610932,0.0001,Safety level
